date,NO,NO2,NOXasNO2,wd,ws,temp,site,code
2018-01-01 00:00:00,0.25166,4.755,5.14087,,,,Borehamwood Meadow Park,BDMP
2018-01-01 01:00:00,0.12583,6.87575,7.06869,,,,Borehamwood Meadow Park,BDMP
2018-01-01 02:00:00,0.28312,5.78313,6.21723,,,,Borehamwood Meadow Park,BDMP
2018-01-01 03:00:00,0.2202,3.75899,4.09663,,,,Borehamwood Meadow Park,BDMP
2018-01-01 04:00:00,0.18874,3.27707,3.56647,,,,Borehamwood Meadow Park,BDMP
2018-01-01 05:00:00,0.15729,4.09644,4.3376,,,,Borehamwood Meadow Park,BDMP
2018-01-01 06:00:00,0.28312,6.21689,6.65099,,,,Borehamwood Meadow Park,BDMP
2018-01-01 07:00:00,0.40894,15.18112,15.80816,,,,Borehamwood Meadow Park,BDMP
2018-01-01 08:00:00,0.91226,22.60264,24.00141,,,,Borehamwood Meadow Park,BDMP
2018-01-01 09:00:00,1.50994,25.10808,27.4233,,,,Borehamwood Meadow Park,BDMP
2018-01-01 10:00:00,2.73677,33.73361,37.92994,,,,Borehamwood Meadow Park,BDMP
2018-01-01 11:00:00,6.606,49.34431,59.47337,,,,Borehamwood Meadow Park,BDMP
2018-01-01 12:00:00,2.6424,27.56469,31.61631,,,,Borehamwood Meadow Park,BDMP
2018-01-01 13:00:00,0.59769,8.67449,9.59093,,,,Borehamwood Meadow Park,BDMP
2018-01-01 14:00:00,0.47186,6.40945,7.13295,,,,Borehamwood Meadow Park,BDMP
2018-01-01 15:00:00,0.53477,9.83126,10.65123,,,,Borehamwood Meadow Park,BDMP
2018-01-01 16:00:00,0.56623,13.97604,14.84425,,,,Borehamwood Meadow Park,BDMP
2018-01-01 17:00:00,0.4404,10.74709,11.42236,,,,Borehamwood Meadow Park,BDMP
2018-01-01 18:00:00,0.37749,8.57836,9.15717,,,,Borehamwood Meadow Park,BDMP
2018-01-01 19:00:00,0.2202,5.25305,5.59069,,,,Borehamwood Meadow Park,BDMP
2018-01-01 20:00:00,0.15729,3.85546,4.09663,,,,Borehamwood Meadow Park,BDMP
2018-01-01 21:00:00,0.12583,3.42174,3.61467,,,,Borehamwood Meadow Park,BDMP
2018-01-01 22:00:00,0.12583,3.66271,3.85565,,,,Borehamwood Meadow Park,BDMP
2018-01-01 23:00:00,0.0,2.55437,2.55437,,,,Borehamwood Meadow Park,BDMP
2018-01-02 00:00:00,0.04196,3.21455,3.27889,,,,Borehamwood Meadow Park,BDMP
2018-01-02 01:00:00,0.0,4.95048,4.95048,,,,Borehamwood Meadow Park,BDMP
2018-01-02 02:00:00,0.12589,4.38778,4.58081,,,,Borehamwood Meadow Park,BDMP
2018-01-02 03:00:00,0.25177,6.3164,6.70244,,,,Borehamwood Meadow Park,BDMP
2018-01-02 04:00:00,0.28324,7.61827,8.05257,,,,Borehamwood Meadow Park,BDMP
2018-01-02 05:00:00,0.53501,9.83606,10.6564,,,,Borehamwood Meadow Park,BDMP
2018-01-02 06:00:00,1.16444,15.91092,17.69637,,,,Borehamwood Meadow Park,BDMP
2018-01-02 07:00:00,7.08106,47.00533,57.8628,,,,Borehamwood Meadow Park,BDMP
2018-01-02 08:00:00,19.26047,65.1698,94.70211,,,,Borehamwood Meadow Park,BDMP
2018-01-02 09:00:00,23.03703,64.53858,99.86154,,,,Borehamwood Meadow Park,BDMP
2018-01-02 10:00:00,24.67354,67.47805,105.31029,,,,Borehamwood Meadow Park,BDMP
2018-01-02 11:00:00,11.48704,55.82431,73.43753,,,,Borehamwood Meadow Park,BDMP
2018-01-02 12:00:00,7.30136,46.47466,57.66992,,,,Borehamwood Meadow Park,BDMP
2018-01-02 13:00:00,3.24155,27.96327,32.93358,,,,Borehamwood Meadow Park,BDMP
2018-01-02 14:00:00,2.17152,25.98753,29.31715,,,,Borehamwood Meadow Park,BDMP
2018-01-02 15:00:00,1.29033,19.09323,21.0717,,,,Borehamwood Meadow Park,BDMP
2018-01-02 16:00:00,1.3218,21.35949,23.38621,,,,Borehamwood Meadow Park,BDMP
2018-01-02 17:00:00,1.16444,22.66158,24.44703,,,,Borehamwood Meadow Park,BDMP
2018-01-02 18:00:00,1.47915,27.91709,30.18509,,,,Borehamwood Meadow Park,BDMP
2018-01-02 19:00:00,1.16444,29.36402,31.14947,,,,Borehamwood Meadow Park,BDMP
2018-01-02 20:00:00,0.75531,19.33494,20.49307,,,,Borehamwood Meadow Park,BDMP
2018-01-02 21:00:00,0.4406,11.52383,12.19941,,,,Borehamwood Meadow Park,BDMP
2018-01-02 22:00:00,0.56649,14.8508,15.71939,,,,Borehamwood Meadow Park,BDMP
2018-01-02 23:00:00,0.25177,3.80901,4.19505,,,,Borehamwood Meadow Park,BDMP
2018-01-03 00:00:00,0.04198,1.86533,1.9297,,,,Borehamwood Meadow Park,BDMP
2018-01-03 01:00:00,0.0,4.50262,4.50262,,,,Borehamwood Meadow Park,BDMP
2018-01-03 02:00:00,0.0,1.64024,1.64024,,,,Borehamwood Meadow Park,BDMP
2018-01-03 03:00:00,0.0,1.35079,1.35079,,,,Borehamwood Meadow Park,BDMP
2018-01-03 04:00:00,0.03149,2.02615,2.07442,,,,Borehamwood Meadow Park,BDMP
2018-01-03 05:00:00,0.06297,2.21908,2.31563,,,,Borehamwood Meadow Park,BDMP
2018-01-03 06:00:00,0.34634,4.63089,5.16194,,,,Borehamwood Meadow Park,BDMP
2018-01-03 07:00:00,0.47228,6.8499,7.57406,,,,Borehamwood Meadow Park,BDMP
2018-01-03 08:00:00,0.69268,8.34517,9.40727,,,,Borehamwood Meadow Park,BDMP
2018-01-03 09:00:00,0.69268,8.58638,9.64848,,,,Borehamwood Meadow Park,BDMP
2018-01-03 10:00:00,0.91308,7.38008,8.78012,,,,Borehamwood Meadow Park,BDMP
2018-01-03 11:00:00,0.94457,5.93277,7.38109,,,,Borehamwood Meadow Park,BDMP
2018-01-03 12:00:00,0.81863,5.25752,6.51272,,,,Borehamwood Meadow Park,BDMP
2018-01-03 13:00:00,0.78714,5.78822,6.99515,,,,Borehamwood Meadow Park,BDMP
2018-01-03 14:00:00,0.75565,6.94607,8.10472,,,,Borehamwood Meadow Park,BDMP
2018-01-03 15:00:00,0.91308,10.61232,12.01236,,,,Borehamwood Meadow Park,BDMP
2018-01-03 16:00:00,0.75565,10.99843,12.15708,,,,Borehamwood Meadow Park,BDMP
2018-01-03 17:00:00,0.62971,9.93724,10.90278,,,,Borehamwood Meadow Park,BDMP
2018-01-03 18:00:00,0.56674,8.63476,9.50375,,,,Borehamwood Meadow Park,BDMP
2018-01-03 19:00:00,0.4408,7.95951,8.63539,,,,Borehamwood Meadow Park,BDMP
2018-01-03 20:00:00,0.28337,7.76671,8.20121,,,,Borehamwood Meadow Park,BDMP
2018-01-03 21:00:00,0.25189,7.91147,8.29769,,,,Borehamwood Meadow Park,BDMP
2018-01-03 22:00:00,0.34634,9.59985,10.1309,,,,Borehamwood Meadow Park,BDMP
2018-01-03 23:00:00,0.18891,7.42912,7.71878,,,,Borehamwood Meadow Park,BDMP
2018-01-04 00:00:00,0.21,6.37086,6.69286,,,,Borehamwood Meadow Park,BDMP
2018-01-04 01:00:00,0.168,7.85106,8.10865,,,,Borehamwood Meadow Park,BDMP
2018-01-04 02:00:00,0.0945,4.24729,4.39219,,,,Borehamwood Meadow Park,BDMP
2018-01-04 03:00:00,0.126,4.39205,4.58525,,,,Borehamwood Meadow Park,BDMP
2018-01-04 04:00:00,0.252,6.51562,6.90201,,,,Borehamwood Meadow Park,BDMP
2018-01-04 05:00:00,0.63,17.03716,18.00314,,,,Borehamwood Meadow Park,BDMP
2018-01-04 06:00:00,1.16549,35.71545,37.50252,,,,Borehamwood Meadow Park,BDMP
2018-01-04 07:00:00,5.48096,61.48483,69.88886,,,,Borehamwood Meadow Park,BDMP
2018-01-04 08:00:00,10.83593,69.20171,85.81657,,,,Borehamwood Meadow Park,BDMP
2018-01-04 09:00:00,10.26893,55.35003,71.09551,,,,Borehamwood Meadow Park,BDMP
2018-01-04 10:00:00,3.81147,26.97656,32.82074,,,,Borehamwood Meadow Park,BDMP
2018-01-04 11:00:00,1.63799,12.83697,15.34852,,,,Borehamwood Meadow Park,BDMP
2018-01-04 12:00:00,0.91349,7.04584,8.44651,,,,Borehamwood Meadow Park,BDMP
2018-01-04 13:00:00,0.504,3.6194,4.39219,,,,Borehamwood Meadow Park,BDMP
2018-01-04 14:00:00,0.5355,4.63295,5.45403,,,,Borehamwood Meadow Park,BDMP
2018-01-04 15:00:00,0.567,7.04621,7.91559,,,,Borehamwood Meadow Park,BDMP
2018-01-04 16:00:00,0.504,7.23934,8.01212,,,,Borehamwood Meadow Park,BDMP
2018-01-04 17:00:00,0.6615,9.79726,10.81154,,,,Borehamwood Meadow Park,BDMP
2018-01-04 18:00:00,0.63,13.80335,14.76933,,,,Borehamwood Meadow Park,BDMP
2018-01-04 19:00:00,0.6615,14.86516,15.87944,,,,Borehamwood Meadow Park,BDMP
2018-01-04 20:00:00,0.504,13.90002,14.6728,,,,Borehamwood Meadow Park,BDMP
2018-01-04 21:00:00,0.4725,14.09311,14.8176,,,,Borehamwood Meadow Park,BDMP
2018-01-04 22:00:00,0.441,15.54112,16.2173,,,,Borehamwood Meadow Park,BDMP
2018-01-04 23:00:00,0.1575,10.9079,11.1494,,,,Borehamwood Meadow Park,BDMP
2018-01-05 00:00:00,0.25211,14.55089,14.93745,,,,Borehamwood Meadow Park,BDMP
2018-01-05 01:00:00,0.21009,11.58919,11.91133,,,,Borehamwood Meadow Park,BDMP
2018-01-05 02:00:00,0.31514,12.55487,13.03808,,,,Borehamwood Meadow Park,BDMP
2018-01-05 03:00:00,0.28363,8.83664,9.27152,,,,Borehamwood Meadow Park,BDMP
2018-01-05 04:00:00,0.25211,8.2572,8.64376,,,,Borehamwood Meadow Park,BDMP
2018-01-05 05:00:00,0.40968,14.58292,15.21109,,,,Borehamwood Meadow Park,BDMP
2018-01-05 06:00:00,1.5757,36.93965,39.35568,,,,Borehamwood Meadow Park,BDMP
2018-01-05 07:00:00,5.26284,58.03832,66.10789,,,,Borehamwood Meadow Park,BDMP
2018-01-05 08:00:00,11.66018,69.91104,87.78973,,,,Borehamwood Meadow Park,BDMP
2018-01-05 09:00:00,7.05914,49.24789,60.07174,,,,Borehamwood Meadow Park,BDMP
2018-01-05 10:00:00,5.98766,39.54284,48.72379,,,,Borehamwood Meadow Park,BDMP
2018-01-05 11:00:00,2.36355,14.67754,18.3016,,,,Borehamwood Meadow Park,BDMP
2018-01-05 12:00:00,1.16602,7.96655,9.75442,,,,Borehamwood Meadow Park,BDMP
2018-01-05 13:00:00,1.22905,9.31858,11.20309,,,,Borehamwood Meadow Park,BDMP
2018-01-05 14:00:00,1.00845,9.80169,11.34796,,,,Borehamwood Meadow Park,BDMP
2018-01-05 15:00:00,0.85088,11.54026,12.84492,,,,Borehamwood Meadow Park,BDMP
2018-01-05 16:00:00,0.81936,16.4175,17.67384,,,,Borehamwood Meadow Park,BDMP
2018-01-05 17:00:00,1.1345,27.13738,28.87693,,,,Borehamwood Meadow Park,BDMP
2018-01-05 18:00:00,1.1345,27.08909,28.82864,,,,Borehamwood Meadow Park,BDMP
2018-01-05 19:00:00,3.40351,50.8451,56.06374,,,,Borehamwood Meadow Park,BDMP
2018-01-05 20:00:00,36.08353,64.04356,119.37086,,,,Borehamwood Meadow Park,BDMP
2018-01-05 21:00:00,49.16183,59.00837,134.38879,,,,Borehamwood Meadow Park,BDMP
2018-01-05 22:00:00,49.54,53.64789,129.60817,,,,Borehamwood Meadow Park,BDMP
2018-01-05 23:00:00,45.12804,45.00855,114.20391,,,,Borehamwood Meadow Park,BDMP
2018-01-06 00:00:00,53.80815,42.20619,124.71087,,,,Borehamwood Meadow Park,BDMP
2018-01-06 01:00:00,65.8309,45.15792,146.09723,,,,Borehamwood Meadow Park,BDMP
2018-01-06 02:00:00,64.66436,40.4244,139.57504,,,,Borehamwood Meadow Park,BDMP
2018-01-06 03:00:00,73.08239,35.24695,147.30505,,,,Borehamwood Meadow Park,BDMP
2018-01-06 04:00:00,71.47445,34.52379,144.11642,,,,Borehamwood Meadow Park,BDMP
2018-01-06 05:00:00,47.89135,35.9473,109.37968,,,,Borehamwood Meadow Park,BDMP
2018-01-06 06:00:00,18.6647,35.92679,64.5456,,,,Borehamwood Meadow Park,BDMP
2018-01-06 07:00:00,1.70252,28.06799,30.67849,,,,Borehamwood Meadow Park,BDMP
2018-01-06 08:00:00,3.75186,31.39961,37.15237,,,,Borehamwood Meadow Park,BDMP
2018-01-06 09:00:00,10.08903,36.4664,51.93602,,,,Borehamwood Meadow Park,BDMP
2018-01-06 10:00:00,10.37278,35.30662,51.21133,,,,Borehamwood Meadow Park,BDMP
2018-01-06 11:00:00,8.76484,26.99839,40.43763,,,,Borehamwood Meadow Park,BDMP
2018-01-06 12:00:00,2.01781,14.58848,17.6824,,,,Borehamwood Meadow Park,BDMP
2018-01-06 13:00:00,1.79711,15.55494,18.31047,,,,Borehamwood Meadow Park,BDMP
2018-01-06 14:00:00,2.01781,18.06698,21.16091,,,,Borehamwood Meadow Park,BDMP
2018-01-06 15:00:00,0.72515,11.20783,12.31971,,,,Borehamwood Meadow Park,BDMP
2018-01-06 16:00:00,0.72515,10.91795,12.02983,,,,Borehamwood Meadow Park,BDMP
2018-01-06 17:00:00,0.66209,11.01464,12.02983,,,,Borehamwood Meadow Park,BDMP
2018-01-06 18:00:00,0.53598,10.09682,10.91864,,,,Borehamwood Meadow Park,BDMP
2018-01-06 19:00:00,0.47292,9.27557,10.0007,,,,Borehamwood Meadow Park,BDMP
2018-01-06 20:00:00,0.34681,8.11618,8.64795,,,,Borehamwood Meadow Park,BDMP
2018-01-06 21:00:00,0.2207,7.29499,7.63339,,,,Borehamwood Meadow Park,BDMP
2018-01-06 22:00:00,0.25223,7.68146,8.0682,,,,Borehamwood Meadow Park,BDMP
2018-01-06 23:00:00,0.25223,6.32871,6.71545,,,,Borehamwood Meadow Park,BDMP
2018-01-07 00:00:00,0.25234,5.60675,5.99366,,,,Borehamwood Meadow Park,BDMP
2018-01-07 01:00:00,0.16823,6.18685,6.4448,,,,Borehamwood Meadow Park,BDMP
2018-01-07 02:00:00,0.18925,4.68842,4.97861,,,,Borehamwood Meadow Park,BDMP
2018-01-07 03:00:00,0.18925,3.96338,4.25357,,,,Borehamwood Meadow Park,BDMP
2018-01-07 04:00:00,0.25234,4.15667,4.54358,,,,Borehamwood Meadow Park,BDMP
2018-01-07 05:00:00,0.28388,4.39832,4.8336,,,,Borehamwood Meadow Park,BDMP
2018-01-07 06:00:00,0.12617,3.57675,3.77021,,,,Borehamwood Meadow Park,BDMP
2018-01-07 07:00:00,0.2208,4.78506,5.12361,,,,Borehamwood Meadow Park,BDMP
2018-01-07 08:00:00,0.44159,6.33161,7.00872,,,,Borehamwood Meadow Park,BDMP
2018-01-07 09:00:00,0.8201,6.42795,7.68542,,,,Borehamwood Meadow Park,BDMP
2018-01-07 10:00:00,1.29324,5.75082,7.73376,,,,Borehamwood Meadow Park,BDMP
2018-01-07 11:00:00,1.32478,5.75079,7.78209,,,,Borehamwood Meadow Park,BDMP
2018-01-07 12:00:00,1.51404,6.62067,8.94216,,,,Borehamwood Meadow Park,BDMP
2018-01-07 13:00:00,1.16707,5.8476,7.63708,,,,Borehamwood Meadow Park,BDMP
2018-01-07 14:00:00,0.91473,6.71788,8.12044,,,,Borehamwood Meadow Park,BDMP
2018-01-07 15:00:00,0.53622,8.50665,9.32884,,,,Borehamwood Meadow Park,BDMP
2018-01-07 16:00:00,0.28388,10.05363,10.48891,,,,Borehamwood Meadow Park,BDMP
2018-01-07 17:00:00,0.25234,10.58535,10.97227,,,,Borehamwood Meadow Park,BDMP
2018-01-07 18:00:00,0.25234,11.4554,11.84231,,,,Borehamwood Meadow Park,BDMP
2018-01-07 19:00:00,0.25234,9.61863,10.00555,,,,Borehamwood Meadow Park,BDMP
2018-01-07 20:00:00,0.18925,9.61869,9.90888,,,,Borehamwood Meadow Park,BDMP
2018-01-07 21:00:00,0.2208,9.95701,10.29556,,,,Borehamwood Meadow Park,BDMP
2018-01-07 22:00:00,0.18925,9.232,9.52219,,,,Borehamwood Meadow Park,BDMP
2018-01-07 23:00:00,0.12617,8.12033,8.31379,,,,Borehamwood Meadow Park,BDMP
2018-01-08 00:00:00,0.12623,7.99531,8.18885,,,,Borehamwood Meadow Park,BDMP
2018-01-08 01:00:00,0.12623,9.67177,9.86531,,,,Borehamwood Meadow Park,BDMP
2018-01-08 02:00:00,0.15778,7.9308,8.17273,,,,Borehamwood Meadow Park,BDMP
2018-01-08 03:00:00,0.12623,7.88247,8.07602,,,,Borehamwood Meadow Park,BDMP
2018-01-08 04:00:00,0.15778,8.70455,8.94648,,,,Borehamwood Meadow Park,BDMP
2018-01-08 05:00:00,0.37868,10.30022,10.88086,,,,Borehamwood Meadow Park,BDMP
2018-01-08 06:00:00,1.35694,16.19924,18.27984,,,,Borehamwood Meadow Park,BDMP
2018-01-08 07:00:00,1.38849,20.50319,22.63219,,,,Borehamwood Meadow Park,BDMP
2018-01-08 08:00:00,7.06869,29.92845,40.76695,,,,Borehamwood Meadow Park,BDMP
2018-01-08 09:00:00,6.50067,31.52479,41.49234,,,,Borehamwood Meadow Park,BDMP
2018-01-08 10:00:00,5.86953,28.86556,37.86539,,,,Borehamwood Meadow Park,BDMP
2018-01-08 11:00:00,10.28746,27.50774,43.28164,,,,Borehamwood Meadow Park,BDMP
2018-01-08 12:00:00,8.01539,26.92936,39.21945,,,,Borehamwood Meadow Park,BDMP
2018-01-08 13:00:00,7.92072,23.54429,35.68921,,,,Borehamwood Meadow Park,BDMP
2018-01-08 14:00:00,9.71944,26.05745,40.96039,,,,Borehamwood Meadow Park,BDMP
2018-01-08 15:00:00,10.22435,30.84459,46.52171,,,,Borehamwood Meadow Park,BDMP
2018-01-08 16:00:00,4.13392,27.89985,34.23843,,,,Borehamwood Meadow Park,BDMP
2018-01-08 17:00:00,2.71387,27.99777,32.15898,,,,Borehamwood Meadow Park,BDMP
2018-01-08 18:00:00,2.14585,24.17786,27.46812,,,,Borehamwood Meadow Park,BDMP
2018-01-08 19:00:00,2.14585,23.25903,26.54929,,,,Borehamwood Meadow Park,BDMP
2018-01-08 20:00:00,2.01962,20.30922,23.40593,,,,Borehamwood Meadow Park,BDMP
2018-01-08 21:00:00,2.17741,22.34018,25.67882,,,,Borehamwood Meadow Park,BDMP
2018-01-08 22:00:00,1.64095,22.05048,24.56656,,,,Borehamwood Meadow Park,BDMP
2018-01-08 23:00:00,2.24052,27.27278,30.7082,,,,Borehamwood Meadow Park,BDMP
2018-01-09 00:00:00,2.14682,31.35032,34.64206,,,,Borehamwood Meadow Park,BDMP
2018-01-09 01:00:00,2.02054,33.47926,36.57737,,,,Borehamwood Meadow Park,BDMP
2018-01-09 02:00:00,1.61011,26.80277,29.27157,,,,Borehamwood Meadow Park,BDMP
2018-01-09 03:00:00,1.7364,25.35118,28.01362,,,,Borehamwood Meadow Park,BDMP
2018-01-09 04:00:00,2.30467,30.09224,33.62602,,,,Borehamwood Meadow Park,BDMP
2018-01-09 05:00:00,4.86191,33.96082,41.41565,,,,Borehamwood Meadow Park,BDMP
2018-01-09 06:00:00,10.16581,38.1175,53.70487,,,,Borehamwood Meadow Park,BDMP
2018-01-09 07:00:00,21.08933,41.68911,74.02563,,,,Borehamwood Meadow Park,BDMP
2018-01-09 08:00:00,21.59446,38.93089,72.04193,,,,Borehamwood Meadow Park,BDMP
2018-01-09 09:00:00,30.11859,38.63379,84.81498,,,,Borehamwood Meadow Park,BDMP
2018-01-09 10:00:00,34.85422,39.06545,92.50784,,,,Borehamwood Meadow Park,BDMP
2018-01-09 11:00:00,27.59292,36.16828,78.47684,,,,Borehamwood Meadow Park,BDMP
2018-01-09 12:00:00,29.51875,35.19909,80.46054,,,,Borehamwood Meadow Park,BDMP
2018-01-09 13:00:00,33.33882,35.53472,86.65353,,,,Borehamwood Meadow Park,BDMP
2018-01-09 14:00:00,48.58754,38.76419,113.26405,,,,Borehamwood Meadow Park,BDMP
2018-01-09 15:00:00,50.92378,40.89117,118.97322,,,,Borehamwood Meadow Park,BDMP
2018-01-09 16:00:00,50.07137,42.82716,119.60219,,,,Borehamwood Meadow Park,BDMP
2018-01-09 17:00:00,55.53313,46.11283,131.26244,,,,Borehamwood Meadow Park,BDMP
2018-01-09 18:00:00,78.10629,51.12662,170.88792,,,,Borehamwood Meadow Park,BDMP
2018-01-09 19:00:00,72.23411,51.61513,162.37255,,,,Borehamwood Meadow Park,BDMP
2018-01-09 20:00:00,19.57393,50.06054,80.07347,,,,Borehamwood Meadow Park,BDMP
2018-01-09 21:00:00,4.35678,44.1216,50.8019,,,,Borehamwood Meadow Park,BDMP
2018-01-09 22:00:00,5.61961,41.12086,49.73748,,,,Borehamwood Meadow Park,BDMP
2018-01-09 23:00:00,3.75693,36.81629,42.57683,,,,Borehamwood Meadow Park,BDMP
2018-01-10 00:00:00,1.72665,30.13961,32.7871,,,,Borehamwood Meadow Park,BDMP
2018-01-10 01:00:00,1.85299,24.91165,27.75287,,,,Borehamwood Meadow Park,BDMP
2018-01-10 02:00:00,2.33729,24.20133,27.78514,,,,Borehamwood Meadow Park,BDMP
2018-01-10 03:00:00,1.80035,21.73302,24.49352,,,,Borehamwood Meadow Park,BDMP
2018-01-10 04:00:00,1.57925,23.28218,25.70367,,,,Borehamwood Meadow Park,BDMP
2018-01-10 05:00:00,0.82121,19.21663,20.4758,,,,Borehamwood Meadow Park,BDMP
2018-01-10 06:00:00,0.8528,14.90846,16.21606,,,,Borehamwood Meadow Park,BDMP
2018-01-10 07:00:00,1.32657,20.08757,22.12161,,,,Borehamwood Meadow Park,BDMP
2018-01-10 08:00:00,1.61084,21.63635,24.10627,,,,Borehamwood Meadow Park,BDMP
2018-01-10 09:00:00,2.55839,25.41132,29.33413,,,,Borehamwood Meadow Park,BDMP
2018-01-10 10:00:00,2.969,22.74868,27.30107,,,,Borehamwood Meadow Park,BDMP
2018-01-10 11:00:00,2.58998,15.77847,19.74971,,,,Borehamwood Meadow Park,BDMP
2018-01-10 12:00:00,1.86352,13.40712,16.26447,,,,Borehamwood Meadow Park,BDMP
2018-01-10 13:00:00,2.21095,15.63354,19.02362,,,,Borehamwood Meadow Park,BDMP
2018-01-10 14:00:00,2.969,24.20086,28.75326,,,,Borehamwood Meadow Park,BDMP
2018-01-10 15:00:00,2.46364,33.35,37.12752,,,,Borehamwood Meadow Park,BDMP
2018-01-10 16:00:00,3.75862,46.61232,52.37546,,,,Borehamwood Meadow Park,BDMP
2018-01-10 17:00:00,21.76211,66.83265,100.20075,,,,Borehamwood Meadow Park,BDMP
2018-01-10 18:00:00,99.42978,66.14534,218.60221,,,,Borehamwood Meadow Park,BDMP
2018-01-10 19:00:00,128.61438,64.09047,261.29645,,,,Borehamwood Meadow Park,BDMP
2018-01-10 20:00:00,141.9117,66.74287,284.33778,,,,Borehamwood Meadow Park,BDMP
2018-01-10 21:00:00,116.45414,57.3711,235.93162,,,,Borehamwood Meadow Park,BDMP
2018-01-10 22:00:00,101.35647,57.76963,213.18072,,,,Borehamwood Meadow Park,BDMP
2018-01-10 23:00:00,89.4489,50.75963,187.91271,,,,Borehamwood Meadow Park,BDMP
2018-01-11 00:00:00,61.3026,37.15122,131.14723,,,,Borehamwood Meadow Park,BDMP
2018-01-11 01:00:00,59.7437,41.73697,133.34271,,,,Borehamwood Meadow Park,BDMP
2018-01-11 02:00:00,42.15344,38.76273,103.3971,,,,Borehamwood Meadow Park,BDMP
2018-01-11 03:00:00,18.20118,36.60007,64.50817,,,,Borehamwood Meadow Park,BDMP
2018-01-11 04:00:00,7.71022,41.01447,52.83664,,,,Borehamwood Meadow Park,BDMP
2018-01-11 05:00:00,2.65434,38.79023,42.86016,,,,Borehamwood Meadow Park,BDMP
2018-01-11 06:00:00,6.50945,39.27184,49.25286,,,,Borehamwood Meadow Park,BDMP
2018-01-11 07:00:00,13.96688,38.05591,59.47149,,,,Borehamwood Meadow Park,BDMP
2018-01-11 08:00:00,22.84628,37.66229,72.69276,,,,Borehamwood Meadow Park,BDMP
2018-01-11 09:00:00,22.84628,33.7395,68.76997,,,,Borehamwood Meadow Park,BDMP
2018-01-11 10:00:00,25.12143,31.80073,70.31971,,,,Borehamwood Meadow Park,BDMP
2018-01-11 11:00:00,24.58424,28.89533,66.59064,,,,Borehamwood Meadow Park,BDMP
2018-01-11 12:00:00,14.56727,26.91669,49.25286,,,,Borehamwood Meadow Park,BDMP
2018-01-11 13:00:00,6.60425,23.62903,33.7554,,,,Borehamwood Meadow Park,BDMP
2018-01-11 14:00:00,5.15068,23.58161,31.47921,,,,Borehamwood Meadow Park,BDMP
2018-01-11 15:00:00,6.16186,27.06783,36.51589,,,,Borehamwood Meadow Park,BDMP
2018-01-11 16:00:00,6.69905,31.47455,41.74628,,,,Borehamwood Meadow Park,BDMP
2018-01-11 17:00:00,9.29019,35.25025,49.49501,,,,Borehamwood Meadow Park,BDMP
2018-01-11 18:00:00,7.29943,35.97808,47.17039,,,,Borehamwood Meadow Park,BDMP
2018-01-11 19:00:00,3.98151,33.36519,39.47009,,,,Borehamwood Meadow Park,BDMP
2018-01-11 20:00:00,2.49634,28.5717,32.39937,,,,Borehamwood Meadow Park,BDMP
2018-01-11 21:00:00,1.83276,26.8287,29.63889,,,,Borehamwood Meadow Park,BDMP
2018-01-11 22:00:00,0.91638,23.0034,24.4085,,,,Borehamwood Meadow Park,BDMP
2018-01-11 23:00:00,0.53719,19.08087,19.90455,,,,Borehamwood Meadow Park,BDMP
2018-01-12 00:00:00,0.92733,19.89741,21.3193,,,,Borehamwood Meadow Park,BDMP
2018-01-12 01:00:00,0.67442,19.05773,20.09182,,,,Borehamwood Meadow Park,BDMP
2018-01-12 02:00:00,0.41098,13.85728,14.48743,,,,Borehamwood Meadow Park,BDMP
2018-01-12 03:00:00,0.41098,11.24082,11.87097,,,,Borehamwood Meadow Park,BDMP
2018-01-12 04:00:00,0.53743,15.40769,16.23174,,,,Borehamwood Meadow Park,BDMP
2018-01-12 05:00:00,0.79034,16.5704,17.78223,,,,Borehamwood Meadow Park,BDMP
2018-01-12 06:00:00,2.97167,26.40494,30.96143,,,,Borehamwood Meadow Park,BDMP
2018-01-12 07:00:00,36.00777,38.73913,93.95027,,,,Borehamwood Meadow Park,BDMP
2018-01-12 08:00:00,47.60992,39.11927,112.12013,,,,Borehamwood Meadow Park,BDMP
2018-01-12 09:00:00,59.9708,41.87311,133.82705,,,,Borehamwood Meadow Park,BDMP
2018-01-12 10:00:00,43.59501,42.90119,109.74593,,,,Borehamwood Meadow Park,BDMP
2018-01-12 11:00:00,42.36208,50.02457,114.97885,,,,Borehamwood Meadow Park,BDMP
2018-01-12 12:00:00,30.2225,54.2478,100.58832,,,,Borehamwood Meadow Park,BDMP
2018-01-12 13:00:00,17.7984,52.70533,79.99582,,,,Borehamwood Meadow Park,BDMP
2018-01-12 14:00:00,11.22279,50.43228,67.64032,,,,Borehamwood Meadow Park,BDMP
2018-01-12 15:00:00,15.17448,57.60077,80.86797,,,,Borehamwood Meadow Park,BDMP
2018-01-12 16:00:00,26.42888,65.05526,105.57898,,,,Borehamwood Meadow Park,BDMP
2018-01-12 17:00:00,22.85656,66.26889,101.31512,,,,Borehamwood Meadow Park,BDMP
2018-01-12 18:00:00,32.59351,65.58427,115.56028,,,,Borehamwood Meadow Park,BDMP
2018-01-12 19:00:00,2.02326,39.19713,42.29942,,,,Borehamwood Meadow Park,BDMP
2018-01-12 20:00:00,1.48583,32.60788,34.88612,,,,Borehamwood Meadow Park,BDMP
