date,O3,NO,NO2,NOXasNO2,wd,ws,temp,site,code
2018-01-01 00:00:00,65.32591,0.36708,1.00358,1.56642,270.1,6.0,2.2,High Muffles,HM
2018-01-01 01:00:00,65.8581,0.2855,1.066,1.50376,256.0,6.4,2.0,High Muffles,HM
2018-01-01 02:00:00,67.15531,0.27531,1.22261,1.64474,249.6,6.5,1.9,High Muffles,HM
2018-01-01 03:00:00,66.40692,0.24472,1.26951,1.64474,242.7,6.3,2.6,High Muffles,HM
2018-01-01 04:00:00,66.20735,0.3059,2.16255,2.63159,236.9,6.7,2.8,High Muffles,HM
2018-01-01 05:00:00,62.41552,0.3059,2.30353,2.77256,241.0,7.0,2.7,High Muffles,HM
2018-01-01 06:00:00,63.76262,0.21413,0.98747,1.31579,249.1,7.3,2.7,High Muffles,HM
2018-01-01 07:00:00,67.45466,0.18354,1.03437,1.31579,252.1,7.0,2.6,High Muffles,HM
2018-01-01 08:00:00,66.45681,0.3059,1.50465,1.97369,251.1,6.5,2.5,High Muffles,HM
2018-01-01 09:00:00,63.51315,0.45885,2.53894,3.24249,252.1,6.6,3.0,High Muffles,HM
2018-01-01 10:00:00,58.42412,0.52003,4.23085,5.02821,254.3,6.3,3.2,High Muffles,HM
2018-01-01 11:00:00,56.07917,0.45885,5.59345,6.29701,254.4,6.4,3.9,High Muffles,HM
2018-01-01 12:00:00,52.68648,0.45885,6.43932,7.14287,251.2,6.9,4.7,High Muffles,HM
2018-01-01 13:00:00,49.59315,0.85651,10.7168,12.0301,243.2,6.7,4.7,High Muffles,HM
2018-01-01 14:00:00,44.45422,0.45885,12.2664,12.96995,238.1,5.7,4.0,High Muffles,HM
2018-01-01 15:00:00,42.75787,0.24472,10.52705,10.90228,231.0,5.0,3.9,High Muffles,HM
2018-01-01 16:00:00,48.5953,0.27531,10.48015,10.90228,221.5,3.9,4.0,High Muffles,HM
2018-01-01 17:00:00,46.5497,0.45885,10.57467,11.27822,269.5,2.7,3.6,High Muffles,HM
2018-01-01 18:00:00,45.70153,0.33649,3.76039,4.27633,332.2,7.6,4.5,High Muffles,HM
2018-01-01 19:00:00,60.61939,0.33649,2.86753,3.38347,332.3,8.8,3.6,High Muffles,HM
2018-01-01 20:00:00,60.5196,0.3059,2.25653,2.72557,324.2,8.5,3.3,High Muffles,HM
2018-01-01 21:00:00,61.76692,0.33649,1.03482,1.55076,320.5,7.6,2.3,High Muffles,HM
2018-01-01 22:00:00,65.70842,0.3059,0.98773,1.45677,310.0,8.0,2.3,High Muffles,HM
2018-01-01 23:00:00,66.20735,0.3059,1.12871,1.59775,301.7,7.6,2.8,High Muffles,HM
2018-01-02 00:00:00,64.46111,0.32633,0.87811,1.37848,293.7,6.9,1.7,High Muffles,HM
2018-01-02 01:00:00,65.39244,0.16316,0.56437,0.81455,289.0,6.7,2.0,High Muffles,HM
2018-01-02 02:00:00,66.75617,0.15297,0.42336,0.65791,292.2,6.3,2.0,High Muffles,HM
2018-01-02 03:00:00,67.45466,0.27534,0.4237,0.84588,291.1,6.0,2.0,High Muffles,HM
2018-01-02 04:00:00,65.60864,0.24475,0.61159,0.98686,288.0,5.4,1.9,High Muffles,HM
2018-01-02 05:00:00,61.66713,0.15297,0.79931,1.03386,272.5,4.0,1.2,High Muffles,HM
2018-01-02 06:00:00,62.06627,0.18356,0.79939,1.08085,258.5,3.5,0.2,High Muffles,HM
2018-01-02 07:00:00,57.67573,0.36712,1.64578,2.20869,243.8,3.8,0.9,High Muffles,HM
2018-01-02 08:00:00,54.68218,0.30593,6.10999,6.57908,229.8,4.0,1.4,High Muffles,HM
2018-01-02 09:00:00,49.99229,0.70365,10.85743,11.93634,217.2,5.3,1.7,High Muffles,HM
2018-01-02 10:00:00,46.05078,0.55068,12.92472,13.76908,217.2,7.3,2.4,High Muffles,HM
2018-01-02 11:00:00,46.40003,0.58127,14.09964,14.99091,199.5,9.2,2.6,High Muffles,HM
2018-01-02 12:00:00,47.04863,0.52009,12.07875,12.87621,190.2,8.9,3.3,High Muffles,HM
2018-01-02 13:00:00,54.98154,0.27534,11.79612,12.2183,208.6,9.0,3.9,High Muffles,HM
2018-01-02 14:00:00,53.43487,0.21415,13.39373,13.72209,232.9,6.0,4.8,High Muffles,HM
2018-01-02 15:00:00,45.30239,0.18356,18.7039,18.98536,243.2,6.3,4.7,High Muffles,HM
2018-01-02 16:00:00,38.21766,0.30593,17.24744,17.71653,238.0,7.2,5.0,High Muffles,HM
2018-01-02 17:00:00,41.85981,0.30593,17.15345,17.62254,228.8,7.3,4.9,High Muffles,HM
2018-01-02 18:00:00,42.75787,0.33653,13.39406,13.91006,225.0,7.9,4.9,High Muffles,HM
2018-01-02 19:00:00,50.89035,0.27534,13.06494,13.48712,210.4,6.2,5.1,High Muffles,HM
2018-01-02 20:00:00,50.39143,0.36712,9.54068,10.10359,184.8,5.6,5.1,High Muffles,HM
2018-01-02 21:00:00,53.98369,0.33653,9.91655,10.43255,188.5,7.1,5.6,High Muffles,HM
2018-01-02 22:00:00,55.48046,0.36712,4.70036,5.26327,237.8,9.4,6.7,High Muffles,HM
2018-01-02 23:00:00,70.04907,0.30593,1.64561,2.11471,257.8,11.1,6.4,High Muffles,HM
2018-01-03 00:00:00,76.30226,0.32637,1.69265,2.19307,241.5,11.4,5.2,High Muffles,HM
2018-01-03 01:00:00,80.6928,0.24478,1.1285,1.50382,250.3,11.5,4.7,High Muffles,HM
2018-01-03 02:00:00,82.27273,0.30597,1.08167,1.55081,258.8,13.3,4.7,High Muffles,HM
2018-01-03 03:00:00,80.4766,0.39776,0.98792,1.59781,278.5,15.9,4.9,High Muffles,HM
2018-01-03 04:00:00,81.97338,0.27537,0.9876,1.40983,293.8,16.7,3.6,High Muffles,HM
2018-01-03 05:00:00,82.4723,0.27537,0.9406,1.36284,305.3,15.8,3.7,High Muffles,HM
2018-01-03 06:00:00,80.17725,0.30597,1.08167,1.55081,304.1,12.4,3.6,High Muffles,HM
2018-01-03 07:00:00,73.34198,0.15299,1.31624,1.55081,298.6,11.6,4.1,High Muffles,HM
2018-01-03 08:00:00,72.24434,0.27537,1.41055,1.83278,294.8,11.4,5.1,High Muffles,HM
2018-01-03 09:00:00,73.59144,0.33657,1.41071,1.92677,289.8,10.9,5.0,High Muffles,HM
2018-01-03 10:00:00,70.29853,0.39776,1.64584,2.25573,289.5,11.5,5.7,High Muffles,HM
2018-01-03 11:00:00,69.8495,0.36716,1.59876,2.16174,284.1,11.5,6.1,High Muffles,HM
2018-01-03 12:00:00,71.34628,0.33657,2.16262,2.67868,281.5,10.3,5.9,High Muffles,HM
2018-01-03 13:00:00,71.8452,0.45895,2.35091,3.05463,279.7,8.9,5.6,High Muffles,HM
2018-01-03 14:00:00,71.64563,0.30597,2.20953,2.67868,277.5,7.8,5.3,High Muffles,HM
2018-01-03 15:00:00,72.14456,0.33657,1.97464,2.4907,275.6,7.1,4.7,High Muffles,HM
2018-01-03 16:00:00,70.39832,0.24478,1.78642,2.16174,279.8,8.7,4.7,High Muffles,HM
2018-01-03 17:00:00,69.60004,0.30597,1.78658,2.25573,279.4,10.0,4.8,High Muffles,HM
2018-01-03 18:00:00,69.00133,0.24478,1.45746,1.83278,273.8,11.1,5.0,High Muffles,HM
2018-01-03 19:00:00,71.99488,0.21418,1.50438,1.83278,270.0,10.0,5.4,High Muffles,HM
2018-01-03 20:00:00,71.94499,0.36716,1.08183,1.6448,269.3,9.4,5.5,High Muffles,HM
2018-01-03 21:00:00,72.94284,0.30597,1.26964,1.73879,269.7,8.7,5.5,High Muffles,HM
2018-01-03 22:00:00,73.09251,0.36716,1.2698,1.83278,268.8,8.6,5.4,High Muffles,HM
2018-01-03 23:00:00,71.29638,0.30597,1.22265,1.6918,272.7,8.3,5.2,High Muffles,HM
2018-01-04 00:00:00,69.11774,0.2856,1.50455,1.94247,281.4,7.1,4.3,High Muffles,HM
2018-01-04 01:00:00,69.25079,0.2856,0.94061,1.37853,271.4,5.8,4.1,High Muffles,HM
2018-01-04 02:00:00,67.10541,0.2754,0.65861,1.08089,283.9,6.0,3.9,High Muffles,HM
2018-01-04 03:00:00,64.81036,0.39781,1.03487,1.64483,259.0,3.5,3.0,High Muffles,HM
2018-01-04 04:00:00,62.41552,0.33661,1.12871,1.64483,247.8,3.3,2.9,High Muffles,HM
2018-01-04 05:00:00,61.01853,0.2448,1.22248,1.59784,239.6,3.2,3.1,High Muffles,HM
2018-01-04 06:00:00,59.27229,0.2142,1.88033,2.20877,230.8,3.6,3.5,High Muffles,HM
2018-01-04 07:00:00,56.02928,0.36721,5.12338,5.68642,224.7,3.7,3.7,High Muffles,HM
2018-01-04 08:00:00,49.74282,0.48961,8.88329,9.63401,216.7,4.1,3.8,High Muffles,HM
2018-01-04 09:00:00,46.49981,0.52021,12.17303,12.97067,204.1,4.3,3.8,High Muffles,HM
2018-01-04 10:00:00,46.10067,0.48961,7.23846,7.98918,185.7,4.3,3.3,High Muffles,HM
2018-01-04 11:00:00,58.77337,0.55081,5.49979,6.34435,143.2,4.2,3.1,High Muffles,HM
2018-01-04 12:00:00,65.05982,0.45901,3.99572,4.69952,132.3,5.7,3.2,High Muffles,HM
2018-01-04 13:00:00,66.20735,0.33661,5.45227,5.96839,136.2,5.1,3.6,High Muffles,HM
2018-01-04 14:00:00,60.27014,0.36721,7.19116,7.75421,175.0,2.7,3.9,High Muffles,HM
2018-01-04 15:00:00,55.8796,0.36721,9.39994,9.96298,226.3,3.7,4.6,High Muffles,HM
2018-01-04 16:00:00,52.5867,0.67321,11.79744,12.82969,266.5,5.9,5.2,High Muffles,HM
2018-01-04 17:00:00,49.49336,0.1836,11.51427,11.79579,324.7,12.0,3.5,High Muffles,HM
2018-01-04 18:00:00,53.18541,0.2448,8.97668,9.35204,311.4,10.0,2.1,High Muffles,HM
2018-01-04 19:00:00,52.83616,0.36721,4.84141,5.40445,311.3,9.7,2.8,High Muffles,HM
2018-01-04 20:00:00,55.231,0.2754,2.39743,2.81971,310.5,7.0,3.1,High Muffles,HM
2018-01-04 21:00:00,61.71702,0.2448,2.11538,2.49074,299.7,6.5,3.1,High Muffles,HM
2018-01-04 22:00:00,63.71272,0.2448,1.64543,2.02079,289.9,6.0,3.0,High Muffles,HM
2018-01-04 23:00:00,65.65853,0.30601,1.59859,2.06779,266.4,2.8,1.9,High Muffles,HM
2018-01-05 00:00:00,59.80448,0.36725,1.25407,1.81718,280.8,5.2,1.5,High Muffles,HM
2018-01-05 01:00:00,60.00405,0.36725,0.87811,1.44121,269.4,4.3,1.0,High Muffles,HM
2018-01-05 02:00:00,60.32003,0.18363,1.17533,1.45688,268.9,4.3,0.7,High Muffles,HM
2018-01-05 03:00:00,60.36993,0.39785,1.12882,1.73886,274.7,3.3,0.2,High Muffles,HM
2018-01-05 04:00:00,60.36993,0.30604,1.59857,2.06783,283.5,2.3,-0.5,High Muffles,HM
2018-01-05 05:00:00,56.87745,0.36725,2.20966,2.77277,278.3,2.0,-0.8,High Muffles,HM
2018-01-05 06:00:00,54.68218,0.27544,3.00838,3.43071,285.0,1.9,-1.1,High Muffles,HM
2018-01-05 07:00:00,53.93379,0.30604,4.8413,5.31055,262.1,1.9,-1.4,High Muffles,HM
2018-01-05 08:00:00,47.79702,0.39785,8.22523,8.83526,289.1,2.1,-1.5,High Muffles,HM
2018-01-05 09:00:00,42.80777,0.67329,6.29902,7.33138,310.8,2.2,-1.2,High Muffles,HM
2018-01-05 10:00:00,47.69723,0.7651,5.17133,6.34447,311.8,2.2,0.4,High Muffles,HM
2018-01-05 11:00:00,51.78842,0.82631,4.88949,6.15648,324.2,2.4,1.4,High Muffles,HM
2018-01-05 12:00:00,54.03358,0.58148,3.43205,4.32364,317.7,2.7,0.9,High Muffles,HM
2018-01-05 13:00:00,57.2267,0.39785,2.30372,2.91376,312.3,3.4,0.9,High Muffles,HM
2018-01-05 14:00:00,60.02068,0.52027,3.19693,3.99466,314.2,4.0,0.7,High Muffles,HM
2018-01-05 15:00:00,66.25724,0.39785,7.23831,7.84834,310.1,4.0,0.3,High Muffles,HM
2018-01-05 16:00:00,57.82541,0.18363,5.076,5.35755,294.9,4.3,0.1,High Muffles,HM
2018-01-05 17:00:00,54.98154,0.21423,7.47287,7.80134,291.8,4.5,-0.2,High Muffles,HM
2018-01-05 18:00:00,45.75142,0.15302,9.72854,9.96316,299.3,3.7,-0.5,High Muffles,HM
2018-01-05 19:00:00,40.26325,0.36725,10.43397,10.99708,304.8,2.1,0.2,High Muffles,HM
2018-01-05 20:00:00,41.36088,0.24483,7.98989,8.3653,321.1,1.3,0.7,High Muffles,HM
2018-01-05 21:00:00,43.55615,0.33665,8.46006,8.97625,22.8,3.2,1.5,High Muffles,HM
2018-01-05 22:00:00,40.11357,0.24483,7.04997,7.42538,46.2,5.0,2.0,High Muffles,HM
2018-01-05 23:00:00,45.35228,0.36725,4.98243,5.54554,45.0,5.6,2.4,High Muffles,HM
2018-01-06 00:00:00,49.29379,0.44891,2.69546,3.38378,41.9,4.8,2.7,High Muffles,HM
2018-01-06 01:00:00,,0.28567,1.1912,1.62923,39.2,5.2,3.2,High Muffles,HM
2018-01-06 02:00:00,,0.12243,1.31618,1.5039,46.5,6.3,3.8,High Muffles,HM
2018-01-06 03:00:00,48.16289,0.24486,1.12845,1.5039,47.7,7.1,4.0,High Muffles,HM
2018-01-06 04:00:00,45.85121,0.30608,0.79961,1.26892,43.4,7.8,3.3,High Muffles,HM
2018-01-06 05:00:00,55.68003,0.30608,0.8936,1.36291,43.9,6.3,3.0,High Muffles,HM
2018-01-06 06:00:00,59.07272,0.24486,0.84647,1.22192,35.0,6.0,2.7,High Muffles,HM
2018-01-06 07:00:00,62.81466,0.42851,0.84687,1.5039,40.6,5.4,2.5,High Muffles,HM
2018-01-06 08:00:00,66.95574,0.21425,0.79941,1.12793,45.9,6.1,2.6,High Muffles,HM
2018-01-06 09:00:00,71.44606,0.33668,0.65868,1.17492,43.8,7.8,3.3,High Muffles,HM
2018-01-06 10:00:00,72.39402,0.30608,0.8466,1.31591,44.8,8.1,3.9,High Muffles,HM
2018-01-06 11:00:00,73.59144,0.27547,0.89353,1.31591,50.9,8.2,4.4,High Muffles,HM
2018-01-06 12:00:00,75.8366,0.27547,0.94053,1.36291,51.9,8.3,4.5,High Muffles,HM
2018-01-06 13:00:00,76.23574,0.42851,0.94086,1.5979,49.7,7.7,4.3,High Muffles,HM
2018-01-06 14:00:00,75.188,0.36729,0.79974,1.36291,46.7,7.1,3.6,High Muffles,HM
2018-01-06 15:00:00,73.79101,0.12243,0.65822,0.84595,45.0,6.2,3.0,High Muffles,HM
2018-01-06 16:00:00,68.90154,0.36729,1.03472,1.5979,40.6,5.9,2.6,High Muffles,HM
2018-01-06 17:00:00,70.548,0.30608,0.42363,0.89294,42.7,6.4,2.5,High Muffles,HM
2018-01-06 18:00:00,70.14886,0.24486,0.4235,0.79895,42.4,6.4,2.3,High Muffles,HM
2018-01-06 19:00:00,70.548,0.27547,0.61155,1.03393,36.9,5.7,2.2,High Muffles,HM
2018-01-06 20:00:00,71.39617,0.33668,0.3767,0.89294,35.8,6.4,2.3,High Muffles,HM
2018-01-06 21:00:00,72.14456,0.27547,0.51756,0.93994,42.1,6.2,2.4,High Muffles,HM
2018-01-06 22:00:00,70.04907,0.24486,0.56449,0.93994,39.4,5.5,2.0,High Muffles,HM
2018-01-06 23:00:00,68.5024,0.21425,0.47043,0.79895,37.1,5.3,1.9,High Muffles,HM
2018-01-07 00:00:00,67.45466,0.28571,0.43922,0.87729,46.4,4.8,1.5,High Muffles,HM
2018-01-07 01:00:00,66.989,0.20407,0.68971,1.00262,41.0,4.2,1.0,High Muffles,HM
2018-01-07 02:00:00,68.30283,0.21428,0.79939,1.12795,42.7,3.9,0.7,High Muffles,HM
2018-01-07 03:00:00,64.46111,0.24489,0.56446,0.93996,46.1,3.6,0.3,High Muffles,HM
2018-01-07 04:00:00,60.66928,0.33672,0.37666,0.89296,48.1,3.5,0.0,High Muffles,HM
2018-01-07 05:00:00,65.15961,0.21428,0.42341,0.75196,50.2,3.5,-0.3,High Muffles,HM
2018-01-07 06:00:00,66.5067,0.24489,1.12844,1.50393,50.0,3.4,-0.6,High Muffles,HM
2018-01-07 07:00:00,60.12046,0.2755,2.44444,2.86686,51.0,3.0,-0.9,High Muffles,HM
2018-01-07 08:00:00,61.26799,0.30611,1.31655,1.78592,54.9,2.9,-1.1,High Muffles,HM
2018-01-07 09:00:00,52.38713,0.45917,1.73984,2.44388,58.5,3.0,-0.3,High Muffles,HM
2018-01-07 10:00:00,55.28089,0.39795,1.08174,1.69192,67.2,2.5,1.2,High Muffles,HM
2018-01-07 11:00:00,63.26369,0.30611,1.03456,1.50393,89.8,2.5,2.5,High Muffles,HM
2018-01-07 12:00:00,68.00348,0.48978,0.89394,1.64492,97.1,2.5,3.0,High Muffles,HM
2018-01-07 13:00:00,68.90154,0.30611,1.17556,1.64492,89.2,2.1,2.9,High Muffles,HM
2018-01-07 14:00:00,68.60219,0.30611,1.12856,1.59792,74.6,2.3,1.8,High Muffles,HM
2018-01-07 15:00:00,63.46326,0.2755,1.31649,1.73892,66.1,3.0,0.5,High Muffles,HM
2018-01-07 16:00:00,64.511,0.30611,1.12856,1.59792,66.2,3.1,-0.2,High Muffles,HM
2018-01-07 17:00:00,66.65638,0.33672,1.22262,1.73892,68.2,3.1,-0.7,High Muffles,HM
2018-01-07 18:00:00,67.40477,0.30611,1.03456,1.50393,70.2,3.3,-1.0,High Muffles,HM
2018-01-07 19:00:00,68.45251,0.33672,1.12862,1.64492,72.8,3.6,-1.1,High Muffles,HM
2018-01-07 20:00:00,68.05337,0.21428,1.08138,1.40993,74.6,3.7,-1.2,High Muffles,HM
2018-01-07 21:00:00,67.30498,0.30611,0.79957,1.26894,77.5,3.6,-1.3,High Muffles,HM
2018-01-07 22:00:00,70.94714,0.18367,0.65834,0.93996,83.8,3.6,-1.6,High Muffles,HM
2018-01-07 23:00:00,71.94499,0.18367,0.75233,1.03395,87.6,3.7,-1.7,High Muffles,HM
2018-01-08 00:00:00,70.78083,0.32656,0.68992,1.19063,88.8,3.6,-1.4,High Muffles,HM
2018-01-08 01:00:00,70.51473,0.2041,0.56436,0.87731,78.3,3.4,-1.8,High Muffles,HM
2018-01-08 02:00:00,72.09466,0.2143,0.75238,1.08097,93.2,4.1,-1.5,High Muffles,HM
2018-01-08 03:00:00,73.04262,0.33676,0.9406,1.45696,95.6,4.2,-1.3,High Muffles,HM
2018-01-08 04:00:00,71.29638,0.27553,0.65849,1.08097,99.3,4.3,-1.1,High Muffles,HM
2018-01-08 05:00:00,68.95144,0.24492,0.94043,1.31596,95.5,4.3,-1.1,High Muffles,HM
2018-01-08 06:00:00,67.35488,0.30615,1.31653,1.78595,101.0,4.4,-1.0,High Muffles,HM
2018-01-08 07:00:00,69.2009,0.39799,1.97468,2.58493,102.1,4.3,-0.9,High Muffles,HM
2018-01-08 08:00:00,70.74757,0.39799,3.24364,3.85389,102.9,4.5,-0.7,High Muffles,HM
2018-01-08 09:00:00,69.89939,0.55107,2.96194,3.80689,107.4,5.3,0.6,High Muffles,HM
2018-01-08 10:00:00,72.14456,0.52045,2.53889,3.33691,112.6,6.3,2.0,High Muffles,HM
2018-01-08 11:00:00,74.38972,0.33676,1.78657,2.30293,118.2,6.5,2.9,High Muffles,HM
2018-01-08 12:00:00,76.23574,0.48984,2.30384,3.05491,121.8,6.2,3.2,High Muffles,HM
2018-01-08 13:00:00,75.38757,0.8266,5.82936,7.0968,124.2,5.9,3.0,High Muffles,HM
2018-01-08 14:00:00,74.63918,0.64291,6.29901,7.28479,123.8,5.0,2.2,High Muffles,HM
2018-01-08 15:00:00,73.14241,0.36738,6.81548,7.37879,121.4,4.1,1.2,High Muffles,HM
2018-01-08 16:00:00,71.1966,0.39799,6.90954,7.51978,122.1,4.2,0.8,High Muffles,HM
2018-01-08 17:00:00,66.90584,0.18369,4.46521,4.74686,122.5,3.9,0.6,High Muffles,HM
2018-01-08 18:00:00,63.76262,0.27553,4.70037,5.12285,124.2,3.9,0.5,High Muffles,HM
2018-01-08 19:00:00,60.91874,0.27553,5.45235,5.87483,131.9,4.3,0.5,High Muffles,HM
2018-01-08 20:00:00,56.87745,0.30615,5.45241,5.92183,134.3,3.9,0.4,High Muffles,HM
2018-01-08 21:00:00,53.18541,0.2143,5.45224,5.78083,140.1,4.3,1.3,High Muffles,HM
2018-01-08 22:00:00,49.8925,0.27553,5.49935,5.92183,143.0,4.9,1.8,High Muffles,HM
2018-01-08 23:00:00,46.20046,0.33676,5.78146,6.29782,143.8,5.4,2.1,High Muffles,HM
2018-01-09 00:00:00,43.97192,0.28577,6.32975,6.76793,129.7,3.6,0.3,High Muffles,HM
2018-01-09 01:00:00,40.04705,0.3266,7.77114,8.27191,141.2,3.2,0.0,High Muffles,HM
2018-01-09 02:00:00,38.41723,0.15309,7.99018,8.22492,139.6,3.0,0.2,High Muffles,HM
2018-01-09 03:00:00,35.9226,0.30618,7.80244,8.27191,142.2,3.6,1.3,High Muffles,HM
2018-01-09 04:00:00,35.47357,0.3368,7.4735,7.98992,146.0,4.7,1.9,High Muffles,HM
2018-01-09 05:00:00,36.32174,0.24495,7.61434,7.98992,149.2,4.5,2.0,High Muffles,HM
2018-01-09 06:00:00,34.77507,0.39804,10.01157,10.62189,146.9,4.7,2.2,High Muffles,HM
2018-01-09 07:00:00,30.68389,0.36742,9.30653,9.8699,145.1,5.4,2.4,High Muffles,HM
2018-01-09 08:00:00,30.33464,0.36742,9.96452,10.52789,146.3,5.4,2.6,High Muffles,HM
2018-01-09 09:00:00,27.49077,0.58175,10.43488,11.32688,146.2,5.6,2.7,High Muffles,HM
2018-01-09 10:00:00,27.24131,0.61237,9.91794,10.85689,149.9,5.6,2.7,High Muffles,HM
2018-01-09 11:00:00,27.09163,0.88793,10.8114,12.17288,152.0,5.6,2.8,High Muffles,HM
2018-01-09 12:00:00,27.14152,0.85732,11.79833,13.11287,154.7,5.7,2.8,High Muffles,HM
2018-01-09 13:00:00,25.39528,0.61237,12.69091,13.62986,155.0,5.9,2.7,High Muffles,HM
2018-01-09 14:00:00,23.49937,0.6736,17.43797,18.47081,156.0,6.2,2.7,High Muffles,HM
2018-01-09 15:00:00,15.9656,0.61237,22.13781,23.07676,160.1,6.3,2.7,High Muffles,HM
2018-01-09 16:00:00,11.42538,0.27557,20.21026,20.63279,163.0,6.4,2.5,High Muffles,HM
2018-01-09 17:00:00,11.67485,0.42866,23.26549,23.92275,168.8,6.3,2.2,High Muffles,HM
2018-01-09 18:00:00,8.18237,0.55113,28.67064,29.5157,177.6,6.4,1.9,High Muffles,HM
2018-01-09 19:00:00,3.74194,2.81689,31.40046,35.71963,177.1,6.1,1.7,High Muffles,HM
2018-01-09 20:00:00,1.04774,1.46968,31.44517,33.69865,178.6,5.3,1.4,High Muffles,HM
2018-01-09 21:00:00,1.59656,0.8267,30.83309,32.10067,177.7,5.2,1.2,High Muffles,HM
2018-01-09 22:00:00,1.79613,1.37783,31.72701,33.83965,183.9,5.6,1.5,High Muffles,HM
2018-01-09 23:00:00,1.09764,3.76606,32.62406,38.39861,180.2,5.1,1.6,High Muffles,HM
2018-01-10 00:00:00,0.53219,4.65454,32.97013,40.10699,176.3,3.9,1.8,High Muffles,HM
2018-01-10 01:00:00,0.59871,3.42966,33.21891,38.47765,172.6,4.2,1.7,High Muffles,HM
2018-01-10 02:00:00,0.74839,1.95981,32.38629,35.39129,171.5,2.8,1.9,High Muffles,HM
2018-01-10 03:00:00,0.89807,0.88804,30.83362,32.19526,147.2,1.7,2.3,High Muffles,HM
2018-01-10 04:00:00,1.64645,0.64306,28.62423,29.61024,149.2,1.7,2.6,High Muffles,HM
2018-01-10 05:00:00,4.29076,0.39809,26.60283,27.21322,148.7,1.6,2.8,High Muffles,HM
2018-01-10 06:00:00,5.23871,0.58182,24.8641,25.75621,120.7,1.4,3.0,High Muffles,HM
2018-01-10 07:00:00,4.73979,1.31675,23.12622,25.1452,126.0,1.8,3.2,High Muffles,HM
2018-01-10 08:00:00,5.03914,2.48038,19.08599,22.88919,140.1,1.1,3.3,High Muffles,HM
2018-01-10 09:00:00,8.78108,3.49091,17.81854,23.17119,128.8,0.1,3.3,High Muffles,HM
2018-01-10 10:00:00,9.72904,3.58277,18.99369,24.4872,314.1,1.4,3.4,High Muffles,HM
2018-01-10 11:00:00,8.38194,3.27655,17.86521,22.88919,331.1,2.1,3.8,High Muffles,HM
2018-01-10 12:00:00,12.6228,1.74545,16.78184,19.45816,351.2,2.6,4.1,High Muffles,HM
2018-01-10 13:00:00,23.49937,1.40861,16.73431,18.89415,15.9,2.7,4.2,High Muffles,HM
2018-01-10 14:00:00,32.28045,0.82679,18.37843,19.64616,15.3,3.1,4.1,High Muffles,HM
2018-01-10 15:00:00,28.83787,0.30622,14.19459,14.66412,354.2,3.8,3.8,High Muffles,HM
2018-01-10 16:00:00,41.2611,0.39809,11.98571,12.5961,358.6,4.4,4.0,High Muffles,HM
2018-01-10 17:00:00,40.86196,0.88804,31.35063,32.71227,2.2,4.8,4.3,High Muffles,HM
2018-01-10 18:00:00,8.38194,8.69664,36.34474,49.6794,357.9,4.9,4.4,High Muffles,HM
2018-01-10 19:00:00,0.6486,6.95119,33.19302,43.85136,351.4,5.3,4.3,High Muffles,HM
2018-01-10 20:00:00,0.84817,3.3378,28.9104,34.02828,350.7,6.6,4.2,High Muffles,HM
2018-01-10 21:00:00,1.49678,1.99043,25.75929,28.81124,354.3,6.5,4.4,High Muffles,HM
2018-01-10 22:00:00,3.74194,0.61244,21.05712,21.99618,352.2,6.2,4.6,High Muffles,HM
2018-01-10 23:00:00,6.88517,0.5512,23.07804,23.9232,357.4,6.8,4.4,High Muffles,HM
2018-01-11 00:00:00,7.45061,0.57168,18.73863,19.61519,0.6,5.3,3.2,High Muffles,HM
2018-01-11 01:00:00,16.29822,0.40834,14.60229,15.22841,349.9,6.0,3.8,High Muffles,HM
2018-01-11 02:00:00,16.91356,0.39813,11.98588,12.59634,352.5,5.7,4.2,High Muffles,HM
2018-01-11 03:00:00,19.80732,0.39813,10.05882,10.66928,356.9,5.4,4.5,High Muffles,HM
2018-01-11 04:00:00,22.6512,0.36751,8.60174,9.16524,359.1,5.9,4.6,High Muffles,HM
2018-01-11 05:00:00,26.6426,0.33688,6.95666,7.4732,0.6,5.5,4.7,High Muffles,HM
2018-01-11 06:00:00,31.23271,0.27563,6.72156,7.14419,353.2,5.4,4.3,High Muffles,HM
2018-01-11 07:00:00,32.6297,0.33688,7.61467,8.13122,352.9,5.0,3.8,High Muffles,HM
2018-01-11 08:00:00,30.634,0.70439,11.42229,12.50233,351.9,5.4,3.7,High Muffles,HM
2018-01-11 09:00:00,24.99614,1.5619,16.68762,19.08251,352.6,5.6,4.5,High Muffles,HM
2018-01-11 10:00:00,20.6555,2.94005,18.6636,23.17162,357.1,5.3,4.9,High Muffles,HM
2018-01-11 11:00:00,19.20861,3.58319,21.62557,27.11972,3.8,5.0,5.1,High Muffles,HM
2018-01-11 12:00:00,14.46883,2.90943,20.63761,25.09867,4.7,4.7,5.0,High Muffles,HM
2018-01-11 13:00:00,15.46668,2.60317,18.80413,22.79561,14.3,4.2,5.0,High Muffles,HM
2018-01-11 14:00:00,17.41248,0.88814,14.33662,15.69842,10.6,4.0,4.9,High Muffles,HM
2018-01-11 15:00:00,19.957,0.45938,11.42194,12.12632,14.3,3.8,4.8,High Muffles,HM
2018-01-11 16:00:00,20.35614,0.33688,10.05874,10.57528,16.3,3.8,4.8,High Muffles,HM
2018-01-11 17:00:00,20.80517,0.42876,11.79791,12.45533,14.2,3.7,4.8,High Muffles,HM
